start_year,state,site,summary,event_quote,lat,lon
1544,Jalisco,unspecified site,Epidemia,"“Duraba la peste dos años y iba corriendo a los tres, y lastimados los religiosos de los dichos indios.” Tello, 1945, IV:216",20.57805569,-103.61858245
1544,Mï¿½xico,unspecified site,Muertes,"“Año de 1544 y de 1545 hubo una gran mortandad entre los indios.” Códice Vaticano A, 1964-1967, f. 91v",19.49828005,-99.04413125
1544,Mï¿½xico,unspecified site,Carestí­a de granos,"“Sequía, helada, carestía de maíz y trigo, hambre.” Malvido, 1973:96",19.49828005,-99.04413125
1544,Mï¿½xico,unspecified site,Muertes,"“Gran mortandad entre los indios. Fuertes vientos derribaron árboles.” Sanders, 1970:36",19.49828005,-99.04413125
1544,Mï¿½xico,unspecified site,Epidemia,"“Los franciscanos […] en 1544, en demanda de auxilio para la grave epidemia que diezmaba a México y a sus alrededores, los vemos organizar una peregrinación de niños a la capilla de Nuestra Señora de Guadalupe.” Ricard, 1986:297",19.49828005,-99.04413125
1544,Mï¿½xico,unspecified site,Carestí­a de granos,"Hambre, cocoliztli, vientos fuertes, sequía, helada, carestía de maíz y trigo. Espinosa et al., 1987:79",19.49828005,-99.04413125
1544,Puebla,Cholula,Drought,"sequia helada carestia maiz trigo, hambre",19.06203262,-98.30640045
1544,Puebla,Tepeaca,Epidemia de viruela,"“En este año corrieron haciendo vueltas unas nubes raras con el pasmo de los que las veían, siguiéndose luego una grande y común enfermedad o epidemia, de que murió mucha gente.” Anales de Tepeaca:401",18.96675759,-97.90250568
1544,Tlaxcala,Tlaxcala,Hunger,"HUBO HAMBRE, AL MAIZ LE CAYO CHAHUISTLE Y SE LO COMIERON LOS GUSANOS, NOS SE PRODUJO NADA. Fueron a consequir el sustento a tlatectlan, itzocan, tlilapan y chiautla; yquac mayanaloc yquac chiyahuizçohuac tonacayotl ca yuan nenexme quiquaque amo tle moch",19.31730126,-98.23890287
1544,Tlaxcala,Tlaxcala,Hunger,xochimayanaloc nican tlaxcala,19.31730126,-98.23890287
1544,Tlaxcala,Tlaxcala,Hunger,xochimayanaloc nican tlaxcala,19.31730126,-98.23890287
1544,Tlaxcala,unspecified site,Hambre,"“Entonces fue gobernador don Juan Tejeda. Entonces hubo hambre, al maíz [tonacayotl] le cayó chahuistle y se lo comieron los gusanos [nenexme], no se produjo nada. Fueron a conseguir el sustento a Tlatectlan, Iztocan, Tlilapan y Chiautla. Entonces se dividó la tierra de Quauhtenanco. Y en ese entonces murió don Luis Xicoténcatl. - Yquac gobernador mochiuh don Juan de Seta yhuan yquac mayanaloc yquac chiyahuizohuac tonacayotl ca yhuan nenexme quiquaque amo tle mochiuh netlayecoltiloc Tlatecatlan Ytzoac Tlilapan Chiauhtla yhuan yquac moxelo tlati Quauhtenaco yhuan yquac miqui don Luis Xicoténcatl.” Zapata y Mendoza, 1995:149",19.42860564,-98.16841472
1545,Chiapas,unspecified site,Epidemia,"“Peste (peste neumónica); ‘Gucumate’ (cocoliztli). Estas epidemias fueron generales en toda la Audiencia de Guatemala. Mortalidad alta, desaparecieron muchas aldeas. Posiblemente las epidemias se originaron en el centro de México.” Mac Leod, 1980:86",16.48460858,-92.47022531
1545,Distrito Federal,Mexico,Epidemia,"“y el rey nuestro señor tuviere más vasallos en ella, de los que tiene libertad: porque siempre van en disminución y la causa que yo he visto con mis ojos es que en la pestilencia de ahora [1576] ha 30 años, [1546] por no haber quien supiese sangrar ni administrar las medicinas como conviene murieron los más que murieron y de hambre y en esta pestilencia presente acontece lo mismo.” Sahagún, 1988, II:636",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Epidemia de viruela,"“El décimo señor que fue de México se decía Cuitlahua y tuvo el señorío de 80 días […] Y en tiempo de éste acaeció una mortandad o pestilencia de viruelas en toda la tierra, la cual enfermedad nunca había acontecido en México ni en otra tierra de esta Nueva España, según decían los viejos. Y a todos afeó a las caras, porque hizo muchos hoyos en ellas, y eran tantos los difuntos que morían de aquella enfermedad, que no había quien los enterrase, por lo cual en México los echaban en las acequias, porque entonces había muy grande copia de aguas. Y era muy grande hedor el que salía de los cuerpos muertos.” Sahagún, 1988, II:496",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Epidemia,"“El año de 1545, hubo una pestilencia grandísima y universal, donde en toda esta Nueva España murió la mayor parte de la gente que en ella había […] y enterré a más de 10 000 cuerpos.” Sahagún, 1988, II:811",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Epidemia,"“Peste (peste neumónica); ‘Gucumate’ (cocoliztli). Estas epidemias fueron generales en toda la Audiencia de Guatemala. Mortalidad alta, desaparecieron muchas aldeas. Posiblemente las epidemias se originaron en el centro de México.” Mac Leod, 1980:86",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Respuesta Iglesia,"“Trabajaron los religiosos en combatir los efectos de la epidemia que en 1545 diezmó a los indios de la Nueva España, la cual en cinco meses llevó más de 800 000 indios.” Rivera, 1883, II:10",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Hambre,"“El año de 1545, hubo una pestilencia grandísima y universal, donde en toda esta Nueva España murió la mayor parte de la gente que en ella había. Y yo me hallé en el tiempo de esta pestilencia en esta ciudad de México, en la parte de Tlatiluluco, y enterré más de 10 000 cuerpos, y al cabo de la pestilencia diome a mí la enfermedad, y estuve muy al cabo.” Sahagún, 1988, II:811",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Muertes,"Las grandes epidemias, como las de 1545-1546, ocasionaron una baja catastrófica de la población indígena. Borah, 1982:14",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Carestí­a,"En la sesión del 5 de enero “los señores justicia y regidores platicaron sobre la carestía que hay al presente y está puesto precio al trigo y al maíz, lo cual es un daño de la república y se debe moderar, mayormente que el año y temporal de él ha sido bueno.” Sin embargo, los dichos señores no se pusieron de acuerdo en los precios que se deben poner y para que se provea lo que más convenga solicitaron que el virrey don Antonio de Mendoza “vea todo lo susodicho y provea y mande en el trigo y maíz lo que conveng.” AHCM, Actas de cabildo impresas, v. 5, inv. 633a:76-77",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Epidemia de huey cocoliztli,"“En el año 1 calli se vino a extender la gran epidemia uey cocoliztli, entonces mucha gente desapareció. En México diariamente se enterraban 200 [muertos] sin contar los niños. Hubo mortandad en todas partes del mundo, ya no había enterradores, nadie transitaba en los caminos, la gente moría de hambre y de debilitamiento […] Este año hubo monstruosa pestilencia que se murió casi toda la gente de esta Nueva España. - Yn ipan yc ce calli xiuitl momanaco uey cocoliztli oncan cenca yxpoliouac in Mexico matlactecpantli yn motocaya incecemiluitl amo tlapoualtin in pipilztlizintin uel nouian in cemanauac tlaixpoliuh aocmo necico in tetocaya aocac otli quitocaya apizmicoac necaxaniloc.” Libro de los guardianes, 1995:44-45",19.43264649,-99.13325795
1545,Distrito Federal,Mexico,Respuesta religiosa,"En la sesión del 15 de junio, los señores justicia y regidores, informados de que las procesiones que se han de hacer por la pestilencia son los días miércoles de cada semana, mandaron “que todos los oficiales, mercaderes y otras personas de esta ciudad, los miércoles de cada semana cierren las puertas de sus tiendas y de sus oficios y no hagan nada y vayan acompañando la dicha procesión donde quiera que fuere.” asimismo mandaron “que todos los maestros de las escuelas […] vayan en las dichas procesiones con todos los niños que tuvieren escuel.” AHCM, Actas de cabildo impresas, v. 5, núm. inv. 633a:94",19.43264649,-99.13325795
1545,Distrito Federal,Tlatelolco,Epidemia,"“El año de 1545, hubo una pestilencia grandísima y universal, donde en toda esta Nueva España murió la mayor parte de la gente que en ella había […] y enterré a más de 10 000 cuerpos.” Sahagún, 1988, II:811",19.45148599,-99.13725387
1545,Guerrero,Taxco,Epidemia de cocoliztli,"“Es tierra poblada, aunque de pueblos pequeños. Y según dicen los antiguos naturales, fueron en tiempos pasados de mucha gente, la cual se ha consumido, como en las demás partes de la Nueva España, de las pestilencias generales o cocoliztles (que ansí se llamaban en la lengua mexicana). Que en ella ha habido entre los naturales: la primera, por los años de 1544 y 1545.” “RG Tasco.” 1986, II, 7:115",18.55705455,-99.60366080
1545,Jalisco,unspecified site,Epidemia,"“Duraba la peste dos años y iba corriendo a los tres, y lastimados los religiosos de los dichos indios.” Tello, 1945, IV:216",20.57805569,-103.61858245
1545,Mï¿½xico,Chalco,Epidemia,"“Hubo plaga y mortandad; enfermedad de sangre que se arrojaba por las bocas y ojos, narices y anos. Mató muchísima gente, hombres y mujeres de clases nobles, así como de los colonos. Entonces ocurrió que perros salvajes y coyotes famélicos entraron a Chalco a devorar gente, a causa de la mortandad.” Chimalpahin, 1965:260-261",19.26535425,-98.89781000
1545,Mï¿½xico,Toluca (San Josï¿½),Epidemia,"“Epidemias en el valle de Toluca y México.” Rosenzweig et al., 1987:285",19.29284944,-99.65422246
1545,Mï¿½xico,unspecified site,Epidemia,"Epidemias de varicela, sarampión, tifo e influenza. Escasez de trigo y maíz. Peste en Cholula, cocoliztli. Malvido, 1973:96; Espinosa et al., 1987:79",19.49828005,-99.04413125
1545,Mï¿½xico,unspecified site,Epidemia de matlazahuatl,"“El matlazahuatl, enfermedad especial de la casta india, apenas se deja ver si no de siglo en siglo; hizo 1 000 desastres en 1545.” Humbolt, 1991, L. II, cap. V:46",19.49828005,-99.04413125
1545,Mï¿½xico,unspecified site,Epidemia,"El 10 de septiembre de 1545 Gerónimo López envió una carta al príncipe don Felipe señalándole lo siguiente: “Hago saber a su majestad algo del estado en que queda la tierra y es muy bien que vuestra alteza lo sepa en medio de la división que tantos años ha deste repartimiento de la tierra, ha entrado Dios en la concordancia y ha dado tan espantable enfermedad e pestilencia entre los naturales que los asuela, que de verdad digo que en 10 leguas a la redonda de México de cumbres abajo que se ha llevado la enfermedad de siete meses a esta parte más de 400 000 cuerpos, es cosa temerosa de lo ver que no duran sino tres, cuatro, hasta el onceno día y enterrar ha tocado en los españoles: han muerto de esta enfermedad hasta 100: en las casas de los españoles ha llevado todo el servicio de la gente doméstica de esclavos negros y blancos; ha sido de gran pérdida de los vecinos y tanta que no sé que decir; en mi posada entró y llevónos todo lo que había; hemos enterrado hasta ahora 14, plega a Dios se contente con lo pasado y use con nosotros de su misericordia y tenga por bien de alzar tan gran plaga; pasa por Mechuacan e Tlaxcala e por las demás partes de tierra fría que en la caliente no ha tocado haciendo grande estrago: estamos todos tan tímidos que no lo sé decir, digo los que lo sientan; en este estado quedamos esperando la misericordia de Dios puestos en remoj.” Epistolario, 1939, v. IV: 227-233",19.49828005,-99.04413125
1545,Mï¿½xico,unspecified site,Muertes,"“Año de 1544 y de 1545 hubo una gran mortandad entre los indios.” Códice Vaticano A, 1964-1967, f. 91v",19.49828005,-99.04413125
1545,Mï¿½xico,unspecified site,Epidemia,"“Epidemias en el valle de Toluca y México.” Rosenzweig et al., 1987:285",19.49828005,-99.04413125
1545,Mï¿½xico,unspecified site,Carestí­a de granos,"Hambre, cocoliztli, vientos fuertes, sequía, helada, carestía de maíz y trigo. Espinosa et al., 1987:79",19.49828005,-99.04413125
1545,Michoacï¿½n de Ocampo,Morelia (alias Valladolid),Epidemia,"“La peste desoladora que hubo desde fines del año de 1545 y principios del año de 1546, la cual duró seis meses y ocasionó la muerte de un crecido número de indígenas.” Rivera, 1983, v. III:377",19.70452525,-101.18507503
1545,Michoacï¿½n de Ocampo,unspecified site,Epidemia,"El 10 de septiembre de 1545 Gerónimo López envió una carta al príncipe don Felipe señalándole lo siguiente: “Hago saber a su majestad algo del estado en que queda la tierra y es muy bien que vuestra alteza lo sepa en medio de la división que tantos años ha deste repartimiento de la tierra, ha entrado Dios en la concordancia y ha dado tan espantable enfermedad e pestilencia entre los naturales que los asuela, que de verdad digo que en 10 leguas a la redonda de México de cumbres abajo que se ha llevado la enfermedad de siete meses a esta parte más de 400 000 cuerpos, es cosa temerosa de lo ver que no duran sino tres, cuatro, hasta el onceno día y enterrar ha tocado en los españoles: han muerto de esta enfermedad hasta 100: en las casas de los españoles ha llevado todo el servicio de la gente doméstica de esclavos negros y blancos; ha sido de gran pérdida de los vecinos y tanta que no sé que decir; en mi posada entró y llevónos todo lo que había; hemos enterrado hasta ahora 14, plega a Dios se contente con lo pasado y use con nosotros de su misericordia y tenga por bien de alzar tan gran plaga; pasa por Mechuacan e Tlaxcala e por las demás partes de tierra fría que en la caliente no ha tocado haciendo grande estrago: estamos todos tan tímidos que no lo sé decir, digo los que lo sientan; en este estado quedamos esperando la misericordia de Dios puestos en remoj.” Epistolario, 1939, v. IV: 227-233",19.20658922,-101.88139380
1545,Michoacï¿½n de Ocampo,unspecified site,Epidemia,"“Y en 1545 se dio también el tabardillo, al que aquellos llamaron matlazahuatl (lepra en red) y también cocoliztli (enfermedad o pestilencia). Al decir de Torquemada, de tabardillo o tifo exantemático murieron 1 000.” Bravo, 1995:265",19.20658922,-101.88139380
