id,add_date,event_duration,event_quote,event_quote_location,event_source_info,event_time_description,firstname,start_day,start_month,start_year,summary,surname
2100,2023-06-04 06:37:27,,"Disminución, muerte y ausencia de muchos naturales “por la necesidad y estrechez de la falta de alimentos, años estériles [esta situación viene desde la última cuenta del tributo.” AHZ, Ayuntamiento, s. c.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 403",,Bradley,,,1753,Escasez de alimentos,Skopyk
8,2023-06-04 06:37:27,,1630 Ypan setiembre a 2 ic ocpa temico in atl huel hueca inic otlecoc. Auh oppa in oxitin tepeyacac ihuan marquez conihua (?) mexicatzinco huel tamauhti in omochiuh yohuatica,tbd,Anales Antiguas de México 14.1: 674,,Bradley,2,9,1630,Flooding,Skopyk
3912,2023-06-04 06:37:27,,ALFOMBRILLA,tbd,"Trautmann, Las transformaciones en el paisaje cultural de Tlaxcala durante la época colonial (1981)",,Bradley,,,1735,Epidemic,Skopyk
3110,2023-06-04 06:37:27,,"“Con motivo de la escasez de lluvia que se experimentó en el año último, falta absolutamente ganado mayor y menor para el abasto del público. Ha habido una fuerte seca hasta julio que ha causado deterioro general en los ganados.” Serrera, 1991:71",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 3: item# 118",,Bradley,,,1790,Escasez de carne,Skopyk
1384,2023-06-04 06:37:27,,"Gran sequía, hambre, heladas en primavera. Sanders, 1970:39",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 17: item# 471",,Bradley,,,1663,Hambre,Skopyk
3772,2023-06-04 06:37:27,,la peor sequia conocida,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1624,Drought,Skopyk
2884,2023-06-04 06:37:27,,"Sobre préstamo solicitado al obispo de Guadalajara para el abasto y auxilio de los pobres debido a la escasez. Marzo. Florescano, 1981:138-141",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 329",,Bradley,,,1786,Escasez,Skopyk
2982,2023-06-04 06:37:27,,"“La población de la ciudad disminuyó notablemente en los años de 1786 y 1790, llamados de hambre.” Rivera, 1883, III:378",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 447",,Bradley,,,1789,Hambre,Skopyk
3703,2023-06-04 06:37:27,,"“Hambruna en Huitupán.” Vos, 1994:64",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 272",,Bradley,,,1818,Hambruna,Skopyk
1891,2023-06-04 06:37:27,,"“Y en el siglo XVIII era tan grande la mortandad en la peste de 1735-1737, que para hacerla cesar se decidió proclamar a la Virgen de Guadalupe patrona de toda la Nueva España.” Bravo, 1995:266",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 205",,Bradley,,,1737,Epidemia,Skopyk
3764,2023-06-04 06:37:27,,escasez de maiz,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1694,Grain shortages,Skopyk
3551,2023-06-04 06:37:27,,"“La cosecha de maíz no deberá ser ni la mitad de lo que se esperaba porque la escasez de agua a sus debidos tiempos ha perdido muchos sembrados y la estación del día de esta fecha muy terrible por haber arrasado el nuberío, aunque si continúan las aguas podrá remediarse. Por eso y haberse el pasado año perdido la mayor parte de la siembra de maíz se halla éste muy escaso y del precio de cinco pesos cuatro reales carga. El trigo no se ha escaseado y su precio es el de seis pesos y medio, siete y ocho a puerta de troje.” Florescano y San Vicente, 1985:98",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 122",,Bradley,,,1809,Escasez de maíz,Skopyk
603,2023-06-04 06:37:27,,"“Epidemia.” Molina, 1904-1913, I:114-115",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 262",,Bradley,,,1570,Epidemia,Skopyk
3715,2023-06-04 06:37:27,,"El 4 de mayo de 1820: “fuerte maremoto que inundó gran parte del poblado; el mar se salió de cauce al retornar; serie de temblores durante el me.” AP, v. 47",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 282",,Bradley,,,1820,Inundación,Skopyk
1681,2023-06-04 06:37:27,,"Fue un año muy lluvioso. Humboldt, 1991:138",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 017",,Bradley,,,1707,Lluvias excesivas,Skopyk
3842,2023-06-04 06:37:27,,viruela; sequia hasta junio,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1678,Drought,Skopyk
2165,2023-06-04 06:37:27,,"Los habitantes de León sufren los estragos del matlazahuatl y de una inundación. Lira, 1914:50",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 465",,Bradley,,,1762,Epidemia de matlazahuatl,Skopyk
1852,2023-06-04 06:37:27,,"“Todavía se experimenta en esta ciudad, y lugares vecinos, el peligroso accidente de alfombrilla en el idioma mexicano matlazahuatl, de que han muerto muchos indios, y se van continuando sin intermisión, las rogaciones para que Dios aplaque los rigores de su justicia.” Gazetas de México, núm. 74, enero, 1734",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 157",,Bradley,,,1734,Epidemia de matlazahuatl,Skopyk
153,2023-06-04 06:37:27,,"GRAN SEQUÍA. TODAS LA SIEMBRA SE SECÓ, DURANTE UN MES NO LLOVIÓ.  Llovió hasta el dia de santa maria asuncion pero no llovio en todas partes.; windstorm in dec",tbd,"Buenaventura Zapata y Mendoza, Historia Cronológica de la Noble Ciudad de Tlaxcala (1995): 267",,Bradley,1,7,1640,Drought,Skopyk
2735,2023-06-04 06:37:27,,"Sobre escasez y medidas extraordinarias. Florescano, 1981:209-211",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 223",,Bradley,,,1785,Escasez,Skopyk
2011,2023-06-04 06:37:27,,"Epidemia de fiebre amarilla en Veracruz y Yucatán, lluvias excesivas. Espinosa et al., 1978:111",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 306",,Bradley,,,1746,Epidemia de fiebre amarilla,Skopyk
632,2023-06-04 06:37:27,,"Con enfermedad de hemorragia vino a haber mortandad. “y […] yezttica mocohuac.” Tira de Tepechpan, 1978, lám. XIX",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 289",,Bradley,,,1576,Epidemia,Skopyk
2815,2023-06-04 06:37:27,,"“Bienes de comunidad. El pueblo de Xocoyotepec arrienda tierras al de Onetzalan, por escasez de maíz, se sigue un proceso sobre su continuación, jurisdicción de Zacapoaxtla, San Juan de los Llanos.” AMINAH, Judicial de Puebla, r. 46",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 2: item# 258",,Bradley,,,1796,Escasez de maíz,Skopyk
3922,2023-06-04 06:37:27,,PERDIDA DE COSECHA QUECAUSÓ LA FALTA DE LLUVIAS Y TEMPRANAS HELADAS,tbd,"Trautmann, Las transformaciones en el paisaje cultural de Tlaxcala durante la época colonial (1981)",,Bradley,,,1786,Drought,Skopyk
3903,2023-06-04 06:37:27,,"MAYANALOC, CE ICALLI MELIO YPATIUH CE ANEGA 3P'S",tbd,"Townsend, Anales de Tlaxcala (unpublished ms): 8",,Bradley,,,1662,Hunger,Skopyk
2087,2023-06-04 06:37:27,,"El general don Pedro de Rábago y Terán, gobernador de la provincia de Coahuila, teniendo noticia de la escasez de bastimentos a causa de la esterilidad de los años antecedentes, ordena que no se saque la más leve partida de harinas y maíces, con pena de 100 pesos a quien lo contraviniere perdiendo efectos, recuas, si fuera español será desterrado a un presidio y si fuera de color quebrado, 200 azotes por las calles públicas de esta villa. Junio de 1750. AGEC, Fondo colonial, c. 4, e. 2, 2 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 390",,Bradley,,,1750,Escasez de bastimentos,Skopyk
171,2023-06-04 06:37:27,,ONE WEEK OF FLOODING,tbd,"Buenaventura Zapata y Mendoza, Historia Cronológica de la Noble Ciudad de Tlaxcala (1995): 527",,Bradley,24,9,1674,Flooding,Skopyk
106,2023-06-04 06:37:27,, omochiuh mayanaliztli,tbd,Anales Antiguas de México 19: 822,,Bradley,,,1662,Hunger,Skopyk
3808,2023-06-04 06:37:27,,sarampion,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1803,Epidemic,Skopyk
94,2023-06-04 06:37:27,, nican ypan xihuitl yn omochiuh huey cocoliztli yocuican yn icuac motlatlalo mixpantli ytech ilhuicatl,tbd,Anales Antiguas de México 19: 804,,Bradley,,,1546,Epidemic,Skopyk
10,2023-06-04 06:37:27,,1633 ... ycuac maca tlatlaciztli chichimeca,tbd,Anales Antiguas de México 14.1: 674,,Bradley,,,1633,Epidemic,Skopyk
1870,2023-06-04 06:37:27,,"“La terrible epidemia llamada matlazahuatl, se presentó a fines de agosto derramando la consternación y la muerte de sus habitantes.” Zamacois, 1878, V:555",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 182",,Bradley,,,1736,Epidemia de matlazahuatl,Skopyk
3421,2023-06-04 06:37:27,,"“Pérdida de cosechas y ganado.” Florescano, 1980:87",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 001",,Bradley,,,1801,Muerte de animales,Skopyk
40,2023-06-04 06:37:27,,1693: zarampion miec tlacatl omic,tbd,Anales Antiguas de México 18.1: part 1,,Bradley,,,1693,Epidemic,Skopyk
22,2023-06-04 06:37:27,,13 calli 1556 nican acico chapoline pan {chapolin ipan?} catzahuaque (en 1556 llego aqui la langosta muy negra),tbd,Anales Antiguas de México 16.1: 718,,Bradley,,,1556,Insect infestation,Skopyk
1723,2023-06-04 06:37:27,,"No hubo cosecha ni maíz en las trojes y hay muertes por enfermedades y muchas familias han abandonado la jurisdicción. Noviembre. AHZ, Libro de asientos, 184v",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 050",,Bradley,,,1713,Enfermedad,Skopyk
743,2023-06-04 06:37:27,,"“A la entrada de aquel pueblo hay un río, el cual entonces no llevaba agua con la gran seca que había habido aquel año.” Abril. Ciudad Real, 1976:178",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 16: item# 400",,Bradley,,,1586,Falta de lluvias,Skopyk
1990,2023-06-04 06:37:27,,"Carta a su majestad del presidente de la Audiencia, acompañando relación de la disminución de tributarios de aquella gobernación como consecuencia de la epidemia. Dice que ha sido de 2 385 tributarios. Copia de la real cédula dirigida al presidente de la audiencia agradeciéndole su proceder durante la época de la epidemia. IDG, Guadalajara, 104, doc. 13, Censos, 2 ff.",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 287",,Bradley,,,1741,Epidemia,Skopyk
3688,2023-06-04 06:37:27,,"“Pérdida de ganado. Sequías.” Florescano, 1980:87; Espinosa et al., 1987:126",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 19: item# 259",,Bradley,,,1816,Muerte de animales,Skopyk
25,2023-06-04 06:37:27,,6 tecpatl 1579 nican mochiuh huey cocoliztliça yehuan tetlacualteoya teopixque in nohuiyampa,tbd,Anales Antiguas de México 16.1: 719,,Bradley,,,1579,Epidemic,Skopyk
3771,2023-06-04 06:37:27,,hepatitits,tbd,"Malvido, ""Factores de despoblación..."" Historia Mexicana 89, no. 1 (1973): 96-101",,Bradley,,,1738,Epidemic,Skopyk
2196,2023-06-04 06:37:27,,"“El grande hospital militar de Veracruz se estableció en 1764, pero no se conserva en su archivo ningún documento que haga mención de las enfermedades que precedieron al vómito de 1762. Esta última epidemia, que empezó siendo virrey el marqués de Croix continuó sus estragos hasta 1775 en que habiéndose empedrado las calles de Veracruz, se tomaron algunas medidas sanitarias, bien que poco eficaces, con el objeto de disminuir el extremo desaseo de la ciudad.” Humboldt, 1991:532",tbd,"García Acosta, Virginia, Juan Manuel Pérez Zevallos, América Molina del Villar, and Antonio Escobar Ohmstede. Desastres Agrícolas En México: Catálogo Histórico (México: Fondo de Cultura Económica, 2003), siglo 18 part 1: item# 487",,Bradley,,,1774,Epidemia de vómito,Skopyk
